bundle_uuid	bundle_version	file_content_type	file_name	file_sha256	file_size	file_uuid	file_version	file_indexed
988de423-1543-4a84-be9a-dd81f5feecff	2018-12-05T215642.409606Z	application/gzip; dcp-type=data	PBMC_ADT_R1.fastq.gz	9daf6a998ef9c6ce183422a816511115fc490add592a1852e866b10b428861c7	3070190561	ce327897-9766-42e0-bebf-c8dba765fab9	2018-12-05T215609.493232Z	False
306982e4-5a13-4938-b759-3feaa7d44a73	2018-12-05T215745.333820Z	application/gzip; dcp-type=data	PBMC_HTO_R1.fastq.gz	cf8f0fb498c98c2f475b658b6fad8124f756d8473aa943cadb24e5c062cbb02a	1867819233	0cc7450a-6482-42dd-899d-4ff2877ebbbd	2018-12-05T215612.450284Z	False
306982e4-5a13-4938-b759-3feaa7d44a73	2018-12-05T215745.333820Z	application/gzip; dcp-type=data	PBMC_HTO_R2.fastq.gz	3b754efca5685e3576470329a6f8b0ebc867223eb8f59eb42f05f3bf4c56a5dc	4875041515	df483f5f-8f3c-4281-8b97-5c4df1568971	2018-12-05T215612.606337Z	False
988de423-1543-4a84-be9a-dd81f5feecff	2018-12-05T215642.409606Z	application/gzip; dcp-type=data	PBMC_ADT_R2.fastq.gz	9b9c50f0c341cc4403f27ac075dd6741180d1de707566ed632d0a596091e8cf5	8022803497	0ed82a33-342a-42a3-8ae9-4b418c334b77	2018-12-05T215609.662128Z	False
fd226091-9a8f-44a8-b49e-257fffa2b931	2018-12-05T215742.504602Z	application/gzip; dcp-type=data	PBMC_RNA_R2.fastq.gz	0769919849e492b45545ebbdd7a5914e343da0c260863a30b94cadb6d77d62d9	49007332492	c574083f-2cd4-4110-bb4a-0a34b8afb2ba	2018-12-05T215609.760685Z	False
fd226091-9a8f-44a8-b49e-257fffa2b931	2018-12-05T215742.504602Z	application/gzip; dcp-type=data	PBMC_RNA_R1.fastq.gz	03242c1ef36a8dfec28c3910ee31495e298e1a7dceba3e716bad397d31ab8745	16886572497	7502aa89-d866-489c-9280-8506729f99db	2018-12-05T215609.535311Z	False
